date,open,high,low,close,volume,outstanding_share,turnover
2002-08-06,25.100563153659998,25.22104585679757,24.909798873692182,25.110603378921464,98827.0,25000000.0,0.00395308
2002-08-07,25.100563153659998,25.15076427996732,25.100563153659998,25.120643604182927,74410.0,25000000.0,0.0029764
2002-08-08,25.20096540627464,25.20096540627464,25.03028157682975,25.040321802091217,86800.0,25000000.0,0.003472
2002-08-09,25.020241351568288,25.03028157682975,24.106580852775064,24.317425583265805,288790.0,25000000.0,0.0115516
2002-08-12,24.27726468221995,24.29734513274288,24.016218825421888,24.086500402252135,138120.0,25000000.0,0.0055248
2002-08-13,24.096540627513598,24.19694288012824,24.016218825421888,24.02625905068335,67624.0,25000000.0,0.00270496
2002-08-14,24.096540627513598,24.19694288012824,23.986098149637495,24.126661303297993,130726.0,25000000.0,0.00522904
2002-08-15,24.29734513274288,24.29734513274288,23.97605792437603,24.016218825421888,287705.0,25000000.0,0.0115082
2002-08-16,24.016218825421888,24.19694288012824,23.89573612228432,23.96601769911457,110959.0,25000000.0,0.00443836
2002-08-19,23.805374094931143,23.845534995977,23.39372485921112,23.413805309734048,326131.0,25000000.0,0.01304524
2002-08-20,23.373644408688193,23.785293644408217,23.373644408688193,23.69493161705504,162291.0,25000000.0,0.00649164
2002-08-21,23.69493161705504,24.357586484311664,23.69493161705504,24.19694288012824,275968.0,25000000.0,0.01103872
2002-08-22,24.14674175382092,24.98008045052243,24.14674175382092,24.618632341109727,718374.0,25000000.0,0.02873496
2002-08-23,24.598551890586798,24.598551890586798,24.327465808527272,24.39774738535752,115260.0,25000000.0,0.0046104
2002-08-26,24.578471440063872,24.67887369267851,24.347546259050198,24.588511665325335,153274.0,25000000.0,0.00613096
2002-08-27,24.598551890586798,25.28128720836635,24.588511665325335,24.92987932421511,358597.0,25000000.0,0.01434388
2002-08-28,24.849557522123398,25.080482703137072,24.79935639581608,24.809396621077543,149228.0,25000000.0,0.00596912
2002-08-29,24.819436846339006,24.89975864843072,24.19694288012824,24.367626709573127,169800.0,25000000.0,0.006792
2002-08-30,24.367626709573127,24.49814963797216,24.096540627513598,24.17686242960531,150843.0,25000000.0,0.00603372
2002-09-02,24.24714400643556,24.44794851166484,24.066419951729205,24.267224456958488,39631.0,25000000.0,0.00158524
2002-09-03,24.24714400643556,24.889718423169253,24.24714400643556,24.47806918744923,116400.0,25000000.0,0.004656
2002-09-04,24.49814963797216,24.69895414320144,24.257184231697025,24.347546259050198,85600.0,25000000.0,0.003424
2002-09-05,24.29734513274288,24.42786806114191,23.89573612228432,23.92585679806871,182771.0,25000000.0,0.00731084
2002-09-06,23.99613837489896,23.99613837489896,23.74513274336236,23.835494770715535,125717.0,25000000.0,0.00502868
2002-09-09,23.69493161705504,24.036299275944817,23.614609814963327,23.89573612228432,127647.0,25000000.0,0.00510588
2002-09-10,23.94593724859164,24.016218825421888,23.79533386966968,23.955977473853103,68409.0,25000000.0,0.00273636
2002-09-11,23.91581657280725,23.91581657280725,23.69493161705504,23.815414320192605,127219.0,25000000.0,0.00508876
2002-09-12,23.815414320192605,24.237103781174095,23.815414320192605,24.096540627513598,69517.0,25000000.0,0.00278068
2002-09-13,24.096540627513598,24.41782783588045,23.96601769911457,24.287304907481417,135550.0,25000000.0,0.005422
2002-09-16,23.905776347545782,24.27726468221995,23.885695897022856,23.99613837489896,97253.0,25000000.0,0.00389012
2002-09-17,24.106580852775064,24.17686242960531,23.855575221238464,23.986098149637495,133730.0,25000000.0,0.0053492
2002-09-18,24.096540627513598,24.29734513274288,23.845534995977,23.905776347545782,71994.0,25000000.0,0.00287976
2002-09-19,23.865615446499927,24.257184231697025,23.865615446499927,24.14674175382092,90356.0,25000000.0,0.00361424
2002-09-20,24.096540627513598,24.598551890586798,23.955977473853103,24.206983105389703,203034.0,25000000.0,0.00812136
2002-09-23,24.257184231697025,24.42786806114191,24.19694288012824,24.317425583265805,89090.0,25000000.0,0.0035636
2002-09-24,24.287304907481417,24.39774738535752,24.206983105389703,24.27726468221995,109250.0,25000000.0,0.00437
2002-09-25,24.89975864843072,24.89975864843072,24.29734513274288,24.39774738535752,133104.0,25000000.0,0.00532416
2002-09-26,24.29734513274288,24.337506033788735,23.905776347545782,23.97605792437603,132199.0,25000000.0,0.00528796
2002-09-27,23.97605792437603,24.086500402252135,23.845534995977,23.855575221238464,73200.0,25000000.0,0.002928
2002-10-08,23.845534995977,23.845534995977,23.514207562348687,23.54432823813308,126243.0,25000000.0,0.00504972
2002-10-09,23.514207562348687,23.514207562348687,23.283282381335017,23.313403057119405,168300.0,25000000.0,0.006732
2002-10-10,23.283282381335017,23.44392598551844,23.052357200321346,23.052357200321346,188000.0,25000000.0,0.00752
2002-10-11,23.04231697505988,23.052357200321346,22.600547063555464,22.700949316170103,241600.0,25000000.0,0.009664
2002-10-14,22.69090909090864,24.708994368462903,22.38970233306472,22.96199517296817,219185.0,25000000.0,0.0087674
2002-10-15,22.992115848752558,22.992115848752558,22.38970233306472,22.550345937248146,87221.0,25000000.0,0.00348884
2002-10-16,22.680868865647174,22.992115848752558,22.500144810940824,22.751150442477424,68050.0,25000000.0,0.002722
2002-10-17,23.032276749798417,23.032276749798417,22.309380530973005,22.31942075623447,56087.0,25000000.0,0.00224348
2002-10-18,22.38970233306472,22.490104585679358,22.13869670152812,22.309380530973005,50716.0,25000000.0,0.00202864
2002-10-21,22.26921962992715,22.309380530973005,21.88769106999152,22.14873692678958,133251.0,25000000.0,0.00533004
2002-10-22,22.158777152051048,22.490104585679358,22.0884955752208,22.43990345937204,140412.0,25000000.0,0.00561648
2002-10-23,22.47002413515643,22.590506838294,22.01821399839055,22.279259855188617,173037.0,25000000.0,0.00692148
2002-10-24,22.198938053096903,22.3395012067574,22.028254223652016,22.058374899436405,51050.0,25000000.0,0.002042
2002-10-25,22.098535800482264,22.108576025743726,21.496122284794424,21.576444086886134,202959.0,25000000.0,0.00811836
2002-10-28,21.56640386162467,21.56640386162467,20.76318584070755,20.76318584070755,326500.0,25000000.0,0.01306
2002-10-29,20.76318584070755,21.03427192276708,20.241094127111424,20.81338696701487,372324.0,25000000.0,0.01489296
2002-10-30,20.8334674175378,20.8334674175378,20.381657280771922,20.441898632340703,91150.0,25000000.0,0.003646
2002-10-31,20.56238133547827,20.68286403861584,20.3314561544646,20.371617055510455,69420.0,25000000.0,0.0027768
2002-11-01,20.381657280771922,20.5824617860012,20.301335478680205,20.53226065969388,156862.0,25000000.0,0.00627448
2002-11-04,20.672823813354377,20.78326629123048,20.492099758648024,20.78326629123048,110680.0,25000000.0,0.0044272
2002-11-05,20.863588093322193,21.5864843121476,20.78326629123048,21.25515687851929,434847.0,25000000.0,0.01739388
2002-11-06,21.38567980691832,21.38567980691832,21.094513274335863,21.154754625904648,115841.0,25000000.0,0.00463364
2002-11-07,21.41580048270271,21.41580048270271,20.89370876910658,20.943909895413903,116656.0,25000000.0,0.00466624
2002-11-08,20.984070796459758,21.56640386162467,20.080450522928,20.110571198712393,275373.0,25000000.0,0.01101492
2002-11-11,20.18085277554264,20.26117457763435,19.769203539822616,19.77924376508408,199950.0,25000000.0,0.007998
2002-11-12,19.92984714400604,19.980048270313358,19.15674979887331,19.27723250201088,238233.0,25000000.0,0.00952932
2002-11-13,19.186870474657702,19.357554304102592,18.95594529364403,19.27723250201088,356346.0,25000000.0,0.01425384
2002-11-14,19.15674979887331,20.080450522928,19.05634754625867,19.227031375703557,322347.0,25000000.0,0.01289388
2002-11-15,19.066387771520134,19.819404666129934,18.986065969428424,19.40775543040991,194310.0,25000000.0,0.0077724
2002-11-18,19.568399034593334,19.5784392598548,19.096508447304526,19.357554304102592,108016.0,25000000.0,0.00432064
2002-11-19,19.488077232501624,19.568399034593334,19.13666934835038,19.478037007240157,77710.0,25000000.0,0.0031084
2002-11-20,19.478037007240157,19.478037007240157,18.755140788414753,18.785261464199145,164298.0,25000000.0,0.00657192
2002-11-21,18.584456958969866,18.77522123893768,18.253129525341553,18.253129525341553,195477.0,25000000.0,0.00781908
2002-11-22,18.283250201125945,18.69489943684597,18.0724054706352,18.474014481093757,274257.0,25000000.0,0.01097028
2002-11-25,18.37361222847912,18.514175382139616,18.162767497988376,18.463974255832294,101300.0,25000000.0,0.004052
2002-11-26,18.463974255832294,18.5744167337084,17.69087691069957,17.761158487529816,312709.0,25000000.0,0.01250836
2002-11-27,17.62059533386932,17.811359613837134,17.36958970233272,17.70091713596103,244261.0,25000000.0,0.00977044
2002-11-28,17.720997586483957,18.474014481093757,17.55031375703907,18.38365245374058,327893.0,25000000.0,0.01311572
2002-11-29,18.474014481093757,18.965985518905494,18.182847948511302,18.5744167337084,601783.0,25000000.0,0.02407132
2002-12-02,18.564376508446934,18.5744167337084,17.87160096540592,17.88164119066738,250291.0,25000000.0,0.01001164
2002-12-03,17.781238938052745,18.082445695896666,17.720997586483957,18.0724054706352,97671.0,25000000.0,0.00390684
2002-12-04,18.12260659694252,18.62461786001572,17.972003218020557,18.27320997586448,150685.0,25000000.0,0.0060274
2002-12-05,18.233049074818624,18.233049074818624,17.88164119066738,18.002123893804953,91930.0,25000000.0,0.0036772
2002-12-06,18.293290426387408,18.38365245374058,17.972003218020557,18.142687047465447,88260.0,25000000.0,0.0035304
2002-12-09,18.17280772324984,18.363572003217655,17.982043443282024,18.0724054706352,57980.0,25000000.0,0.0023192
2002-12-10,18.082445695896666,18.13264682220398,17.751118262268353,17.751118262268353,91600.0,25000000.0,0.003664
2002-12-11,17.680836685438102,17.87160096540592,17.570394207562,17.670796460176643,104117.0,25000000.0,0.00416468
2002-12-12,17.670796460176643,18.0724054706352,17.670796460176643,17.720997586483957,59870.0,25000000.0,0.0023948
2002-12-13,17.570394207562,18.092485921158126,17.39971037811711,18.002123893804953,156430.0,25000000.0,0.0062572
2002-12-16,17.92180209171324,18.17280772324984,17.87160096540592,18.082445695896666,100495.0,25000000.0,0.0040198
2002-12-17,17.972003218020557,18.253129525341553,17.972003218020557,18.233049074818624,79675.0,25000000.0,0.003187
2002-12-18,18.333451327433266,18.514175382139616,18.142687047465447,18.233049074818624,136284.0,25000000.0,0.00545136
2002-12-19,18.223008849557157,18.253129525341553,17.99208366854349,18.112566371681055,47300.0,25000000.0,0.001892
2002-12-20,18.27320997586448,18.37361222847912,18.082445695896666,18.37361222847912,90497.0,25000000.0,0.00361988
2002-12-23,18.42381335478644,18.504135156878153,18.30333065164887,18.313370876910334,97300.0,25000000.0,0.003892
2002-12-25,18.37361222847912,18.37361222847912,17.99208366854349,18.02220434432788,95100.0,25000000.0,0.003804
2002-12-26,17.99208366854349,18.0724054706352,17.429831053901502,17.459951729685898,132730.0,25000000.0,0.0053092
2002-12-27,17.389670152855647,17.52019308125468,17.26918744971808,17.349509251809792,200116.0,25000000.0,0.00800464
2002-12-30,17.36958970233272,17.36958970233272,16.777216411906345,16.847497988736592,275600.0,25000000.0,0.011024
2002-12-31,16.917779565566843,16.957940466612698,16.465969428800957,16.606532582461455,187409.0,25000000.0,0.00749636
2003-01-02,16.556331456154133,16.61657280772292,16.265164923571678,16.33544650040193,139410.0,25000000.0,0.0055764
2003-01-03,16.385647626709247,16.425808527755102,16.225004022525823,16.415768302493642,90967.0,25000000.0,0.00363868
2003-01-06,16.345486725663392,16.69689460981463,16.305325824617533,16.676814159291702,566863.0,25000000.0,0.02267452
2003-01-07,16.666773934030243,17.04830249396587,16.51617055510828,16.61657280772292,246075.0,25000000.0,0.009843
2003-01-08,16.76717618664488,17.01818181818148,16.5663716814156,16.967980691874157,149040.0,25000000.0,0.0059616
2003-01-09,17.04830249396587,17.44991150442443,16.967980691874157,17.329428801286866,465309.0,25000000.0,0.01861236
2003-01-10,17.339469026548326,17.469991954947357,17.088463395011726,17.108543845534655,209006.0,25000000.0,0.00836024
2003-01-13,17.04830249396587,17.138664521319047,16.89769911504391,16.978020917135623,127717.0,25000000.0,0.00510868
2003-01-14,16.89769911504391,18.05232502011227,16.89769911504391,17.831440064360066,569456.0,25000000.0,0.02277824
2003-01-15,18.05232502011227,18.55433628318547,17.831440064360066,17.911761866451776,905867.0,25000000.0,0.03623468
2003-01-16,18.062365245373734,18.42381335478644,17.77119871279128,18.40373290426351,448156.0,25000000.0,0.01792624
2003-01-17,18.45393403057083,18.52421560740108,18.082445695896666,18.15272727272691,289500.0,25000000.0,0.01158
2003-01-20,18.0724054706352,18.12260659694252,17.77119871279128,18.032244569589345,316800.0,25000000.0,0.012672
2003-01-21,18.27320997586448,18.27320997586448,17.781238938052745,17.791279163314208,225200.0,25000000.0,0.009008
2003-01-22,17.720997586483957,17.87160096540592,17.710957361222498,17.8213998390986,125941.0,25000000.0,0.00503764
2003-01-23,17.77119871279128,18.012164119066416,17.63063555913078,17.65071600965371,110500.0,25000000.0,0.00442
2003-01-24,17.63063555913078,17.961962992759098,17.570394207562,17.80131938857567,146647.0,25000000.0,0.00586588
2003-01-27,18.032244569589345,18.13264682220398,17.791279163314208,17.99208366854349,158174.0,25000000.0,0.00632696
2003-01-28,18.0724054706352,18.67481898632304,18.012164119066416,18.65473853580011,792967.0,25000000.0,0.03171868
2003-01-29,18.63465808527718,18.865583266290855,18.55433628318547,18.644698310538647,603323.0,25000000.0,0.02413292
2003-02-10,18.69489943684597,18.725020112630357,18.182847948511302,18.233049074818624,238616.0,25000000.0,0.00954464
2003-02-11,18.19288817377277,18.333451327433266,18.17280772324984,18.333451327433266,70443.0,25000000.0,0.00281772
2003-02-12,18.333451327433266,18.45393403057083,18.233049074818624,18.45393403057083,101416.0,25000000.0,0.00405664
2003-02-13,18.474014481093757,18.77522123893768,18.42381335478644,18.504135156878153,295071.0,25000000.0,0.01180284
2003-02-14,18.45393403057083,18.65473853580011,18.37361222847912,18.614577634754255,184850.0,25000000.0,0.007394
2003-02-17,18.584456958969866,18.67481898632304,18.293290426387408,18.40373290426351,194900.0,25000000.0,0.007796
2003-02-18,18.514175382139616,18.52421560740108,18.253129525341553,18.463974255832294,70910.0,25000000.0,0.0028364
2003-02-19,18.45393403057083,18.55433628318547,18.313370876910334,18.544296057924008,101343.0,25000000.0,0.00405372
2003-02-20,18.62461786001572,18.80534191472207,18.5744167337084,18.584456958969866,180516.0,25000000.0,0.00722064
2003-02-21,18.584456958969866,18.584456958969866,18.17280772324984,18.212968624295698,264150.0,25000000.0,0.010566
2003-02-24,18.0724054706352,18.65473853580011,18.0724054706352,18.3234111021718,329446.0,25000000.0,0.01317784
2003-02-25,18.87562349155232,19.67884151246944,18.87562349155232,19.27723250201088,1603554.0,25000000.0,0.06414216
2003-02-26,19.287272727272345,19.357554304102592,19.0764279967816,19.297312952533808,504264.0,25000000.0,0.02017056
2003-02-27,19.267192276749416,19.95996781979043,19.17683024939624,19.87964601769872,1231626.0,25000000.0,0.04926504
2003-02-28,19.77924376508408,20.341496379726063,19.5784392598548,20.210973451327032,1315150.0,25000000.0,0.052606
2003-03-03,20.241094127111424,20.522220434432416,19.980048270313358,20.301335478680205,1241884.0,25000000.0,0.04967536
2003-03-04,20.3314561544646,20.3314561544646,19.990088495574824,20.080450522928,702884.0,25000000.0,0.02811536
2003-03-05,20.050329847143605,20.080450522928,19.67884151246944,19.869605792437255,481905.0,25000000.0,0.0192762
2003-03-06,19.729042638776757,19.87964601769872,19.40775543040991,19.437876106194302,420652.0,25000000.0,0.01682608
2003-03-07,19.437876106194302,19.74912308929969,19.27723250201088,19.62864038616212,560637.0,25000000.0,0.02242548
2003-03-10,19.62864038616212,19.77924376508408,19.37763475462552,19.38767497988698,348812.0,25000000.0,0.01395248
2003-03-11,19.38767497988698,19.52823813354748,19.25715205148795,19.367594529364055,197439.0,25000000.0,0.00789756
2003-03-12,19.337473853579667,19.70896218825383,19.3274336283182,19.688881737730902,338779.0,25000000.0,0.01355116
2003-03-13,19.75916331456115,20.18085277554264,19.729042638776757,19.77924376508408,701418.0,25000000.0,0.02805672
2003-03-14,19.74912308929969,19.92984714400604,19.63868061142358,19.688881737730902,240542.0,25000000.0,0.00962168
2003-03-17,19.55835880933187,19.688881737730902,19.227031375703557,19.44791633145577,248134.0,25000000.0,0.00992536
2003-03-18,19.45795655671723,19.729042638776757,19.19691069991917,19.227031375703557,225002.0,25000000.0,0.00900008
2003-03-19,19.19691069991917,19.37763475462552,19.0764279967816,19.13666934835038,230149.0,25000000.0,0.00920596
2003-03-20,19.086468222043067,19.227031375703557,18.88566371681378,18.915784392598177,206017.0,25000000.0,0.00824068
2003-03-21,18.87562349155232,19.42783588093284,18.87562349155232,19.37763475462552,203216.0,25000000.0,0.00812864
2003-03-24,19.3274336283182,19.548318584070408,19.237071600965024,19.538278358808945,218243.0,25000000.0,0.00872972
2003-03-25,19.538278358808945,19.538278358808945,19.0764279967816,19.096508447304526,202800.0,25000000.0,0.008112
2003-03-26,19.036267095735745,19.3274336283182,18.94590506838257,18.976025744166957,108706.0,25000000.0,0.00434824
2003-03-27,18.965985518905494,19.568399034593334,18.67481898632304,19.437876106194302,258045.0,25000000.0,0.0103218
2003-03-31,19.17683024939624,19.49811745776309,19.17683024939624,19.467996781978695,188844.0,25000000.0,0.00755376
2003-04-01,19.467996781978695,19.5784392598548,19.337473853579667,19.437876106194302,224049.0,25000000.0,0.00896196
2003-04-02,19.437876106194302,19.789283990345545,19.437876106194302,19.608559935639192,328781.0,25000000.0,0.01315124
2003-04-03,19.608559935639192,19.8294448913914,19.55835880933187,19.618600160900655,193766.0,25000000.0,0.00775064
2003-04-04,19.62864038616212,19.80936444086847,19.62864038616212,19.739082864038224,201839.0,25000000.0,0.00807356
2003-04-07,19.739082864038224,19.739082864038224,19.0764279967816,19.146709573611847,271375.0,25000000.0,0.010855
2003-04-08,19.0764279967816,19.27723250201088,18.935864843121102,19.05634754625867,191582.0,25000000.0,0.00766328
2003-04-09,19.12662912308892,19.12662912308892,18.725020112630357,19.00614641995135,308285.0,25000000.0,0.0123314
2003-04-10,19.036267095735745,19.297312952533808,18.87562349155232,19.17683024939624,277609.0,25000000.0,0.01110436
2003-04-11,19.25715205148795,19.25715205148795,18.92582461785964,19.20695092518063,335721.0,25000000.0,0.01342884
2003-04-14,19.15674979887331,19.769203539822616,19.02622687047428,19.75916331456115,959264.0,25000000.0,0.03837056
2003-04-15,19.87964601769872,20.68286403861584,19.588479485116267,20.472019308125095,1673640.0,25000000.0,0.0669456
2003-04-16,20.461979082863632,20.56238133547827,19.849525341914326,19.899726468221647,925855.0,25000000.0,0.0370342
2003-04-17,19.87964601769872,20.170812550281177,19.729042638776757,19.939887369267502,357241.0,25000000.0,0.01428964
2003-04-18,19.869605792437255,19.980048270313358,19.5784392598548,19.67884151246944,327442.0,25000000.0,0.01309768
2003-04-21,19.5784392598548,19.67884151246944,19.12662912308892,19.25715205148795,424677.0,25000000.0,0.01698708
2003-04-22,19.267192276749416,19.357554304102592,19.0764279967816,19.086468222043067,136410.0,25000000.0,0.0054564
2003-04-23,18.69489943684597,18.69489943684597,17.3193885760254,17.459951729685898,1382683.0,25000000.0,0.05530732
2003-04-24,17.279227674979545,17.459951729685898,16.89769911504391,16.967980691874157,515334.0,25000000.0,0.02061336
2003-04-25,16.967980691874157,17.279227674979545,16.887658889782447,16.957940466612698,224200.0,25000000.0,0.008968
2003-04-28,16.94790024135123,17.01818181818148,16.345486725663392,17.008141592920015,472020.0,25000000.0,0.0188808
2003-04-29,17.04830249396587,17.058342719227333,16.586452131938525,16.626613032984384,314088.0,25000000.0,0.01256352
2003-04-30,16.666773934030243,17.158744971841976,16.666773934030243,17.04830249396587,227314.0,25000000.0,0.00909256
2003-05-12,16.666773934030243,16.98806114239709,16.36556717618632,16.425808527755102,246822.0,25000000.0,0.00987288
2003-05-13,16.36556717618632,16.36556717618632,15.391665325824311,15.46194690265456,522736.0,25000000.0,0.02090944
2003-05-14,15.341464199516992,15.8133547868058,15.341464199516992,15.682831858406766,231319.0,25000000.0,0.00925276
2003-05-15,15.763153660498478,16.5663716814156,15.763153660498478,16.48604987932389,467101.0,25000000.0,0.01868404
2003-05-16,16.556331456154133,16.61657280772292,16.1748028962185,16.305325824617533,229162.0,25000000.0,0.00916648
2003-05-19,16.43584875301657,17.04830249396587,16.385647626709247,16.757135961383415,293565.0,25000000.0,0.0117426
2003-05-20,16.857538213998055,16.86757843925952,16.345486725663392,16.455929203539498,369419.0,25000000.0,0.01477676
2003-05-21,16.556331456154133,16.967980691874157,16.536251005631208,16.76717618664488,239143.0,25000000.0,0.00956572
2003-05-22,16.787256637167808,16.787256637167808,16.536251005631208,16.68685438455317,214950.0,25000000.0,0.008598
2003-05-23,16.787256637167808,16.8173773129522,16.476009654062423,16.747095736121953,332794.0,25000000.0,0.01331176
2003-05-26,16.8173773129522,17.01818181818148,16.727015285599023,16.747095736121953,321725.0,25000000.0,0.012869
2003-05-27,16.66777795655613,16.824405470634968,16.511150442477295,16.602516492356617,106375.0,25000000.0,0.004255
2003-05-28,16.641673370876322,16.693882542235936,16.550307320997003,16.602516492356617,243101.0,32500000.0,0.007480030769230769
2003-05-29,16.589464199516712,16.928823813354192,16.576411906676807,16.88966693483448,166288.0,32500000.0,0.005116553846153846
2003-05-30,16.87661464199458,17.033242156073413,16.706934835075838,16.954928399033996,349756.0,32500000.0,0.010761723076923076
2003-06-02,16.954928399033996,17.75111826226808,16.87661464199458,17.568386162509437,569285.0,32500000.0,0.01751646153846154
2003-06-03,17.620595333869048,17.725013676588272,17.294288012871473,17.49007240547002,368264.0,32500000.0,0.0113312
2003-06-04,17.294288012871473,17.35954947707099,16.967980691873898,17.189869670152248,161054.0,32500000.0,0.0049555076923076926
2003-06-05,17.09850362027293,17.09850362027293,16.83745776347487,16.85051005631477,207600.0,32500000.0,0.006387692307692308
2003-06-06,16.83745776347487,16.941876106194094,16.589464199516712,16.602516492356617,135140.0,32500000.0,0.004158153846153846
2003-06-09,16.550307320997003,16.772196299275354,16.315366049878747,16.354522928398456,170109.0,32500000.0,0.005234123076923077
2003-06-10,16.40673209975807,16.44588897827778,16.315366049878747,16.419784392597972,106611.0,32500000.0,0.0032803384615384614
2003-06-11,16.341470635558554,16.706934835075838,16.341470635558554,16.68083024939603,104845.0,32500000.0,0.003226
2003-06-12,16.83745776347487,16.967980691873898,16.693882542235936,16.88966693483448,169764.0,32500000.0,0.005223507692307693
2003-06-13,16.915771520514287,17.137660498792638,16.798300884955157,16.88966693483448,196144.0,32500000.0,0.0060352
2003-06-16,16.83745776347487,16.915771520514287,16.68083024939603,16.759144006435452,78555.0,32500000.0,0.0024170769230769233
2003-06-17,16.62862107803642,16.798300884955157,16.602516492356617,16.772196299275354,87931.0,32500000.0,0.0027055692307692307
